date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
06:16:37	25943/25943	---M--	200	added ('OK')	text/html	date:Mon,%2023%20Mar%202020%2000:57:27%20GMT	https://themes.startbootstrap.com/sb-admin-pro/header-simplified.html	C:/My%20Web%20Sites/thamplate%20dokter/themes.startbootstrap.com/sb-admin-pro/header-simplified.html	(from https://themes.startbootstrap.com/sb-admin-pro/dashboard-3.html)
06:16:37	25939/25939	---M--	200	added ('OK')	text/html	date:Mon,%2023%20Mar%202020%2000:57:27%20GMT	https://themes.startbootstrap.com/sb-admin-pro/header-overlap.html	C:/My%20Web%20Sites/thamplate%20dokter/themes.startbootstrap.com/sb-admin-pro/header-overlap.html	(from https://themes.startbootstrap.com/sb-admin-pro/dashboard-3.html)
06:16:37	88847/88847	---M--	200	added ('OK')	text/html	date:Mon,%2023%20Mar%202020%2000:57:30%20GMT	https://themes.startbootstrap.com/sb-admin-pro/layout-rtl.html	C:/My%20Web%20Sites/thamplate%20dokter/themes.startbootstrap.com/sb-admin-pro/layout-rtl.html	(from https://themes.startbootstrap.com/sb-admin-pro/dashboard-3.html)
06:16:37	26056/26056	---M--	200	added ('OK')	text/html	date:Mon,%2023%20Mar%202020%2000:57:26%20GMT	https://themes.startbootstrap.com/sb-admin-pro/header-breadcrumbs.html	C:/My%20Web%20Sites/thamplate%20dokter/themes.startbootstrap.com/sb-admin-pro/header-breadcrumbs.html	(from https://themes.startbootstrap.com/sb-admin-pro/dashboard-3.html)
06:16:37	26273/26273	---M--	200	added ('OK')	text/html	date:Mon,%2023%20Mar%202020%2000:57:26%20GMT	https://themes.startbootstrap.com/sb-admin-pro/header-light.html	C:/My%20Web%20Sites/thamplate%20dokter/themes.startbootstrap.com/sb-admin-pro/header-light.html	(from https://themes.startbootstrap.com/sb-admin-pro/dashboard-3.html)
06:16:38	62756/62756	---M--	200	added ('OK')	text/html	date:Mon,%2023%20Mar%202020%2000:57:16%20GMT	https://themes.startbootstrap.com/sb-admin-pro/alerts.html	C:/My%20Web%20Sites/thamplate%20dokter/themes.startbootstrap.com/sb-admin-pro/alerts.html	(from https://themes.startbootstrap.com/sb-admin-pro/dashboard-3.html)
06:16:38	36620/36620	---M--	200	added ('OK')	text/html	date:Mon,%2023%20Mar%202020%2000:57:18%20GMT	https://themes.startbootstrap.com/sb-admin-pro/avatars.html	C:/My%20Web%20Sites/thamplate%20dokter/themes.startbootstrap.com/sb-admin-pro/avatars.html	(from https://themes.startbootstrap.com/sb-admin-pro/dashboard-3.html)
06:16:38	40578/40578	---M--	200	added ('OK')	text/html	date:Mon,%2023%20Mar%202020%2000:57:19%20GMT	https://themes.startbootstrap.com/sb-admin-pro/badges.html	C:/My%20Web%20Sites/thamplate%20dokter/themes.startbootstrap.com/sb-admin-pro/badges.html	(from https://themes.startbootstrap.com/sb-admin-pro/dashboard-3.html)
06:16:39	95019/95019	---M--	200	added ('OK')	text/html	date:Mon,%2023%20Mar%202020%2000:57:21%20GMT	https://themes.startbootstrap.com/sb-admin-pro/buttons.html	C:/My%20Web%20Sites/thamplate%20dokter/themes.startbootstrap.com/sb-admin-pro/buttons.html	(from https://themes.startbootstrap.com/sb-admin-pro/dashboard-3.html)
06:16:39	60885/60885	---M--	200	added ('OK')	text/html	date:Mon,%2023%20Mar%202020%2000:57:25%20GMT	https://themes.startbootstrap.com/sb-admin-pro/dropdowns.html	C:/My%20Web%20Sites/thamplate%20dokter/themes.startbootstrap.com/sb-admin-pro/dropdowns.html	(from https://themes.startbootstrap.com/sb-admin-pro/dashboard-3.html)
06:16:39	133813/133813	---M--	200	added ('OK')	text/html	date:Mon,%2023%20Mar%202020%2000:57:23%20GMT	https://themes.startbootstrap.com/sb-admin-pro/cards.html	C:/My%20Web%20Sites/thamplate%20dokter/themes.startbootstrap.com/sb-admin-pro/cards.html	(from https://themes.startbootstrap.com/sb-admin-pro/dashboard-3.html)
06:16:39	63784/63784	---M--	200	added ('OK')	text/html	date:Mon,%2023%20Mar%202020%2000:57:26%20GMT	https://themes.startbootstrap.com/sb-admin-pro/forms.html	C:/My%20Web%20Sites/thamplate%20dokter/themes.startbootstrap.com/sb-admin-pro/forms.html	(from https://themes.startbootstrap.com/sb-admin-pro/dashboard-3.html)
06:16:40	80252/80252	---M--	200	added ('OK')	text/html	date:Mon,%2023%20Mar%202020%2000:57:32%20GMT	https://themes.startbootstrap.com/sb-admin-pro/modals.html	C:/My%20Web%20Sites/thamplate%20dokter/themes.startbootstrap.com/sb-admin-pro/modals.html	(from https://themes.startbootstrap.com/sb-admin-pro/dashboard-3.html)
06:16:40	40947/40947	---M--	200	added ('OK')	text/html	date:Mon,%2023%20Mar%202020%2000:57:32%20GMT	https://themes.startbootstrap.com/sb-admin-pro/navigation.html	C:/My%20Web%20Sites/thamplate%20dokter/themes.startbootstrap.com/sb-admin-pro/navigation.html	(from https://themes.startbootstrap.com/sb-admin-pro/dashboard-3.html)
06:16:40	76064/76064	---M--	200	added ('OK')	text/html	date:Mon,%2023%20Mar%202020%2000:57:33%20GMT	https://themes.startbootstrap.com/sb-admin-pro/progress.html	C:/My%20Web%20Sites/thamplate%20dokter/themes.startbootstrap.com/sb-admin-pro/progress.html	(from https://themes.startbootstrap.com/sb-admin-pro/dashboard-3.html)
06:16:41	73538/73538	---M--	200	added ('OK')	text/html	date:Mon,%2023%20Mar%202020%2000:57:36%20GMT	https://themes.startbootstrap.com/sb-admin-pro/toasts.html	C:/My%20Web%20Sites/thamplate%20dokter/themes.startbootstrap.com/sb-admin-pro/toasts.html	(from https://themes.startbootstrap.com/sb-admin-pro/dashboard-3.html)
06:16:41	40056/40056	---M--	200	added ('OK')	text/html	date:Mon,%2023%20Mar%202020%2000:57:37%20GMT	https://themes.startbootstrap.com/sb-admin-pro/tooltips.html	C:/My%20Web%20Sites/thamplate%20dokter/themes.startbootstrap.com/sb-admin-pro/tooltips.html	(from https://themes.startbootstrap.com/sb-admin-pro/dashboard-3.html)
06:16:41	36190/36190	---M--	200	added ('OK')	text/html	date:Mon,%2023%20Mar%202020%2000:57:17%20GMT	https://themes.startbootstrap.com/sb-admin-pro/animations.html	C:/My%20Web%20Sites/thamplate%20dokter/themes.startbootstrap.com/sb-admin-pro/animations.html	(from https://themes.startbootstrap.com/sb-admin-pro/dashboard-3.html)
06:16:41	65254/65254	---M--	200	added ('OK')	text/html	date:Mon,%2023%20Mar%202020%2000:57:19%20GMT	https://themes.startbootstrap.com/sb-admin-pro/background.html	C:/My%20Web%20Sites/thamplate%20dokter/themes.startbootstrap.com/sb-admin-pro/background.html	(from https://themes.startbootstrap.com/sb-admin-pro/dashboard-3.html)
06:16:41	48018/48018	---M--	200	added ('OK')	text/html	date:Mon,%2023%20Mar%202020%2000:57:20%20GMT	https://themes.startbootstrap.com/sb-admin-pro/borders.html	C:/My%20Web%20Sites/thamplate%20dokter/themes.startbootstrap.com/sb-admin-pro/borders.html	(from https://themes.startbootstrap.com/sb-admin-pro/dashboard-3.html)
06:16:42	34708/34708	---M--	200	added ('OK')	text/html	date:Mon,%2023%20Mar%202020%2000:57:31%20GMT	https://themes.startbootstrap.com/sb-admin-pro/lift.html	C:/My%20Web%20Sites/thamplate%20dokter/themes.startbootstrap.com/sb-admin-pro/lift.html	(from https://themes.startbootstrap.com/sb-admin-pro/dashboard-3.html)
06:16:42	30198/30198	---M--	200	added ('OK')	text/html	date:Mon,%2023%20Mar%202020%2000:57:34%20GMT	https://themes.startbootstrap.com/sb-admin-pro/shadows.html	C:/My%20Web%20Sites/thamplate%20dokter/themes.startbootstrap.com/sb-admin-pro/shadows.html	(from https://themes.startbootstrap.com/sb-admin-pro/dashboard-3.html)
06:16:42	37849/37849	---M--	200	added ('OK')	text/html	date:Mon,%2023%20Mar%202020%2000:57:37%20GMT	https://themes.startbootstrap.com/sb-admin-pro/typography.html	C:/My%20Web%20Sites/thamplate%20dokter/themes.startbootstrap.com/sb-admin-pro/typography.html	(from https://themes.startbootstrap.com/sb-admin-pro/dashboard-3.html)
06:16:42	4183/4183	---M--	200	added ('OK')	text/html	date:Mon,%2023%20Mar%202020%2000:57:31%20GMT	https://themes.startbootstrap.com/sb-admin-pro/login-basic.html	C:/My%20Web%20Sites/thamplate%20dokter/themes.startbootstrap.com/sb-admin-pro/login-basic.html	(from https://themes.startbootstrap.com/sb-admin-pro/dashboard-3.html)
06:16:43	5250/5250	---M--	200	added ('OK')	text/html	date:Mon,%2023%20Mar%202020%2000:57:33%20GMT	https://themes.startbootstrap.com/sb-admin-pro/register-basic.html	C:/My%20Web%20Sites/thamplate%20dokter/themes.startbootstrap.com/sb-admin-pro/register-basic.html	(from https://themes.startbootstrap.com/sb-admin-pro/dashboard-3.html)
06:16:43	3778/3778	---M--	200	added ('OK')	text/html	date:Mon,%2023%20Mar%202020%2000:57:32%20GMT	https://themes.startbootstrap.com/sb-admin-pro/password-basic.html	C:/My%20Web%20Sites/thamplate%20dokter/themes.startbootstrap.com/sb-admin-pro/password-basic.html	(from https://themes.startbootstrap.com/sb-admin-pro/dashboard-3.html)
06:16:43	5036/5036	---M--	200	added ('OK')	text/html	date:Mon,%2023%20Mar%202020%2000:57:31%20GMT	https://themes.startbootstrap.com/sb-admin-pro/login-social.html	C:/My%20Web%20Sites/thamplate%20dokter/themes.startbootstrap.com/sb-admin-pro/login-social.html	(from https://themes.startbootstrap.com/sb-admin-pro/dashboard-3.html)
06:16:43	6990/6990	---M--	200	added ('OK')	text/html	date:Mon,%2023%20Mar%202020%2000:57:34%20GMT	https://themes.startbootstrap.com/sb-admin-pro/register-social.html	C:/My%20Web%20Sites/thamplate%20dokter/themes.startbootstrap.com/sb-admin-pro/register-social.html	(from https://themes.startbootstrap.com/sb-admin-pro/dashboard-3.html)
06:16:44	3819/3819	---M--	200	added ('OK')	text/html	date:Mon,%2023%20Mar%202020%2000:57:32%20GMT	https://themes.startbootstrap.com/sb-admin-pro/password-social.html	C:/My%20Web%20Sites/thamplate%20dokter/themes.startbootstrap.com/sb-admin-pro/password-social.html	(from https://themes.startbootstrap.com/sb-admin-pro/dashboard-3.html)
06:16:44	2774/2774	---M--	200	added ('OK')	text/html	date:Mon,%2023%20Mar%202020%2000:57:15%20GMT	https://themes.startbootstrap.com/sb-admin-pro/401.html	C:/My%20Web%20Sites/thamplate%20dokter/themes.startbootstrap.com/sb-admin-pro/401.html	(from https://themes.startbootstrap.com/sb-admin-pro/dashboard-3.html)
06:16:44	2822/2822	---M--	200	added ('OK')	text/html	date:Mon,%2023%20Mar%202020%2000:57:15%20GMT	https://themes.startbootstrap.com/sb-admin-pro/404.html	C:/My%20Web%20Sites/thamplate%20dokter/themes.startbootstrap.com/sb-admin-pro/404.html	(from https://themes.startbootstrap.com/sb-admin-pro/dashboard-3.html)
06:16:45	2828/2828	---M--	200	added ('OK')	text/html	date:Mon,%2023%20Mar%202020%2000:57:15%20GMT	https://themes.startbootstrap.com/sb-admin-pro/404-glitch.html	C:/My%20Web%20Sites/thamplate%20dokter/themes.startbootstrap.com/sb-admin-pro/404-glitch.html	(from https://themes.startbootstrap.com/sb-admin-pro/dashboard-3.html)
06:16:45	2705/2705	---M--	200	added ('OK')	text/html	date:Mon,%2023%20Mar%202020%2000:57:16%20GMT	https://themes.startbootstrap.com/sb-admin-pro/500.html	C:/My%20Web%20Sites/thamplate%20dokter/themes.startbootstrap.com/sb-admin-pro/500.html	(from https://themes.startbootstrap.com/sb-admin-pro/dashboard-3.html)
06:16:45	25595/25595	---M--	200	added ('OK')	text/html	date:Mon,%2023%20Mar%202020%2000:57:19%20GMT	https://themes.startbootstrap.com/sb-admin-pro/blank.html	C:/My%20Web%20Sites/thamplate%20dokter/themes.startbootstrap.com/sb-admin-pro/blank.html	(from https://themes.startbootstrap.com/sb-admin-pro/dashboard-3.html)
06:16:45	4847/4847	---M--	200	added ('OK')	text/html	date:Mon,%2023%20Mar%202020%2000:57:32%20GMT	https://themes.startbootstrap.com/sb-admin-pro/multi-tenant-select.html	C:/My%20Web%20Sites/thamplate%20dokter/themes.startbootstrap.com/sb-admin-pro/multi-tenant-select.html	(from https://themes.startbootstrap.com/sb-admin-pro/dashboard-3.html)
06:16:46	28595/28595	---M--	200	added ('OK')	text/html	date:Mon,%2023%20Mar%202020%2000:57:23%20GMT	https://themes.startbootstrap.com/sb-admin-pro/charts.html	C:/My%20Web%20Sites/thamplate%20dokter/themes.startbootstrap.com/sb-admin-pro/charts.html	(from https://themes.startbootstrap.com/sb-admin-pro/dashboard-3.html)
06:16:46	5474/5474	---M--	200	added ('OK')	image/svg+xml	date:Mon,%2023%20Mar%202020%2000:57:15%20GMT	https://themes.startbootstrap.com/sb-admin-pro/assets/img/drawkit/color/drawkit-content-man-alt.svg	C:/My%20Web%20Sites/thamplate%20dokter/themes.startbootstrap.com/sb-admin-pro/assets/img/drawkit/color/drawkit-content-man-alt.svg	(from https://themes.startbootstrap.com/sb-admin-pro/dashboard-3.html)
06:16:46	85905/85905	---M--	200	added ('OK')	text/html	date:Mon,%2023%20Mar%202020%2000:57:35%20GMT	https://themes.startbootstrap.com/sb-admin-pro/tables.html	C:/My%20Web%20Sites/thamplate%20dokter/themes.startbootstrap.com/sb-admin-pro/tables.html	(from https://themes.startbootstrap.com/sb-admin-pro/dashboard-3.html)
06:16:46	3182/3182	---M--	200	added ('OK')	image/svg+xml	date:Mon,%2023%20Mar%202020%2000:57:15%20GMT	https://themes.startbootstrap.com/sb-admin-pro/assets/img/drawkit/color/drawkit-developer-woman-flush.svg	C:/My%20Web%20Sites/thamplate%20dokter/themes.startbootstrap.com/sb-admin-pro/assets/img/drawkit/color/drawkit-developer-woman-flush.svg	(from https://themes.startbootstrap.com/sb-admin-pro/dashboard-3.html)
06:16:47	88145/88145	---M-Z	200	added ('OK')	application/javascript	etag:W/%225cca0c33-15851%22	https://code.jquery.com/jquery-3.4.1.min.js	C:/My%20Web%20Sites/thamplate%20dokter/code.jquery.com/jquery-3.4.1.min.js	(from https://themes.startbootstrap.com/sb-admin-pro/dashboard-3.html)
06:16:47	78635/78635	---M-Z	200	added ('OK')	text/javascript	etag:%221550076057%22	https://stackpath.bootstrapcdn.com/bootstrap/4.3.1/js/bootstrap.bundle.min.js	C:/My%20Web%20Sites/thamplate%20dokter/stackpath.bootstrapcdn.com/bootstrap/4.3.1/js/bootstrap.bundle.min.js	(from https://themes.startbootstrap.com/sb-admin-pro/dashboard-3.html)
06:16:47	2626/2626	---M--	200	added ('OK')	application/javascript	date:Mon,%2023%20Mar%202020%2000:57:15%20GMT	https://themes.startbootstrap.com/sb-admin-pro/js/scripts.js	C:/My%20Web%20Sites/thamplate%20dokter/themes.startbootstrap.com/sb-admin-pro/js/scripts.js	(from https://themes.startbootstrap.com/sb-admin-pro/dashboard-3.html)
06:16:47	156721/156721	---MCZ	200	added ('OK')	application/javascript	etag:W/%225ca87552-26431%22	https://cdnjs.cloudflare.com/ajax/libs/Chart.js/2.8.0/Chart.min.js	C:/My%20Web%20Sites/thamplate%20dokter/cdnjs.cloudflare.com/ajax/libs/Chart.js/2.8.0/Chart.min.js	(from https://themes.startbootstrap.com/sb-admin-pro/dashboard-3.html)
06:16:48	4578/4578	---M--	200	added ('OK')	application/javascript	date:Mon,%2023%20Mar%202020%2000:57:15%20GMT	https://themes.startbootstrap.com/sb-admin-pro/assets/demo/chart-area-demo.js	C:/My%20Web%20Sites/thamplate%20dokter/themes.startbootstrap.com/sb-admin-pro/assets/demo/chart-area-demo.js	(from https://themes.startbootstrap.com/sb-admin-pro/dashboard-3.html)
06:16:48	3842/3842	---M--	200	added ('OK')	application/javascript	date:Mon,%2023%20Mar%202020%2000:57:15%20GMT	https://themes.startbootstrap.com/sb-admin-pro/assets/demo/chart-bar-demo.js	C:/My%20Web%20Sites/thamplate%20dokter/themes.startbootstrap.com/sb-admin-pro/assets/demo/chart-bar-demo.js	(from https://themes.startbootstrap.com/sb-admin-pro/dashboard-3.html)
06:16:50	22920/22920	---M--	200	added ('OK')	font/otf	date:Mon,%2023%20Mar%202020%2000:57:15%20GMT	https://themes.startbootstrap.com/sb-admin-pro/assets/fonts/metropolis/Metropolis-Thin.otf	C:/My%20Web%20Sites/thamplate%20dokter/themes.startbootstrap.com/sb-admin-pro/assets/fonts/metropolis/Metropolis-Thin.otf	(from https://themes.startbootstrap.com/sb-admin-pro/css/styles.css)
06:16:50	690898/690898	---M--	200	added ('OK')	application/javascript	date:Mon,%2023%20Mar%202020%2000:57:15%20GMT	https://themes.startbootstrap.com/sb-admin-pro/js/sb-customizer.js	C:/My%20Web%20Sites/thamplate%20dokter/themes.startbootstrap.com/sb-admin-pro/js/sb-customizer.js	(from https://themes.startbootstrap.com/sb-admin-pro/dashboard-3.html)
06:16:51	23080/23080	---M--	200	added ('OK')	font/otf	date:Mon,%2023%20Mar%202020%2000:57:15%20GMT	https://themes.startbootstrap.com/sb-admin-pro/assets/fonts/metropolis/Metropolis-ExtraLight.otf	C:/My%20Web%20Sites/thamplate%20dokter/themes.startbootstrap.com/sb-admin-pro/assets/fonts/metropolis/Metropolis-ExtraLight.otf	(from https://themes.startbootstrap.com/sb-admin-pro/css/styles.css)
06:16:51	24284/24284	---M--	200	added ('OK')	font/otf	date:Mon,%2023%20Mar%202020%2000:57:15%20GMT	https://themes.startbootstrap.com/sb-admin-pro/assets/fonts/metropolis/Metropolis-ExtraLightItalic.otf	C:/My%20Web%20Sites/thamplate%20dokter/themes.startbootstrap.com/sb-admin-pro/assets/fonts/metropolis/Metropolis-ExtraLightItalic.otf	(from https://themes.startbootstrap.com/sb-admin-pro/css/styles.css)
06:16:52	23200/23200	---M--	200	added ('OK')	font/otf	date:Mon,%2023%20Mar%202020%2000:57:15%20GMT	https://themes.startbootstrap.com/sb-admin-pro/assets/fonts/metropolis/Metropolis-Light.otf	C:/My%20Web%20Sites/thamplate%20dokter/themes.startbootstrap.com/sb-admin-pro/assets/fonts/metropolis/Metropolis-Light.otf	(from https://themes.startbootstrap.com/sb-admin-pro/css/styles.css)
06:16:52	24208/24208	---M--	200	added ('OK')	font/otf	date:Mon,%2023%20Mar%202020%2000:57:15%20GMT	https://themes.startbootstrap.com/sb-admin-pro/assets/fonts/metropolis/Metropolis-LightItalic.otf	C:/My%20Web%20Sites/thamplate%20dokter/themes.startbootstrap.com/sb-admin-pro/assets/fonts/metropolis/Metropolis-LightItalic.otf	(from https://themes.startbootstrap.com/sb-admin-pro/css/styles.css)
06:16:52	23124/23124	---M--	200	added ('OK')	font/otf	date:Mon,%2023%20Mar%202020%2000:57:15%20GMT	https://themes.startbootstrap.com/sb-admin-pro/assets/fonts/metropolis/Metropolis-Regular.otf	C:/My%20Web%20Sites/thamplate%20dokter/themes.startbootstrap.com/sb-admin-pro/assets/fonts/metropolis/Metropolis-Regular.otf	(from https://themes.startbootstrap.com/sb-admin-pro/css/styles.css)
06:16:52	24236/24236	---M--	200	added ('OK')	font/otf	date:Mon,%2023%20Mar%202020%2000:57:15%20GMT	https://themes.startbootstrap.com/sb-admin-pro/assets/fonts/metropolis/Metropolis-RegularItalic.otf	C:/My%20Web%20Sites/thamplate%20dokter/themes.startbootstrap.com/sb-admin-pro/assets/fonts/metropolis/Metropolis-RegularItalic.otf	(from https://themes.startbootstrap.com/sb-admin-pro/css/styles.css)
06:16:53	23240/23240	---M--	200	added ('OK')	font/otf	date:Mon,%2023%20Mar%202020%2000:57:15%20GMT	https://themes.startbootstrap.com/sb-admin-pro/assets/fonts/metropolis/Metropolis-Medium.otf	C:/My%20Web%20Sites/thamplate%20dokter/themes.startbootstrap.com/sb-admin-pro/assets/fonts/metropolis/Metropolis-Medium.otf	(from https://themes.startbootstrap.com/sb-admin-pro/css/styles.css)
06:16:53	24352/24352	---M--	200	added ('OK')	font/otf	date:Mon,%2023%20Mar%202020%2000:57:15%20GMT	https://themes.startbootstrap.com/sb-admin-pro/assets/fonts/metropolis/Metropolis-MediumItalic.otf	C:/My%20Web%20Sites/thamplate%20dokter/themes.startbootstrap.com/sb-admin-pro/assets/fonts/metropolis/Metropolis-MediumItalic.otf	(from https://themes.startbootstrap.com/sb-admin-pro/css/styles.css)
06:16:53	23480/23480	---M--	200	added ('OK')	font/otf	date:Mon,%2023%20Mar%202020%2000:57:15%20GMT	https://themes.startbootstrap.com/sb-admin-pro/assets/fonts/metropolis/Metropolis-SemiBold.otf	C:/My%20Web%20Sites/thamplate%20dokter/themes.startbootstrap.com/sb-admin-pro/assets/fonts/metropolis/Metropolis-SemiBold.otf	(from https://themes.startbootstrap.com/sb-admin-pro/css/styles.css)
06:16:54	24052/24052	---M--	200	added ('OK')	font/otf	date:Mon,%2023%20Mar%202020%2000:57:15%20GMT	https://themes.startbootstrap.com/sb-admin-pro/assets/fonts/metropolis/Metropolis-ThinItalic.otf	C:/My%20Web%20Sites/thamplate%20dokter/themes.startbootstrap.com/sb-admin-pro/assets/fonts/metropolis/Metropolis-ThinItalic.otf	(from https://themes.startbootstrap.com/sb-admin-pro/css/styles.css)
06:16:54	24284/24284	---M--	200	added ('OK')	font/otf	date:Mon,%2023%20Mar%202020%2000:57:15%20GMT	https://themes.startbootstrap.com/sb-admin-pro/assets/fonts/metropolis/Metropolis-SemiBoldItalic.otf	C:/My%20Web%20Sites/thamplate%20dokter/themes.startbootstrap.com/sb-admin-pro/assets/fonts/metropolis/Metropolis-SemiBoldItalic.otf	(from https://themes.startbootstrap.com/sb-admin-pro/css/styles.css)
06:16:54	23664/23664	---M--	200	added ('OK')	font/otf	date:Mon,%2023%20Mar%202020%2000:57:15%20GMT	https://themes.startbootstrap.com/sb-admin-pro/assets/fonts/metropolis/Metropolis-Bold.otf	C:/My%20Web%20Sites/thamplate%20dokter/themes.startbootstrap.com/sb-admin-pro/assets/fonts/metropolis/Metropolis-Bold.otf	(from https://themes.startbootstrap.com/sb-admin-pro/css/styles.css)
06:16:55	24332/24332	---M--	200	added ('OK')	font/otf	date:Mon,%2023%20Mar%202020%2000:57:15%20GMT	https://themes.startbootstrap.com/sb-admin-pro/assets/fonts/metropolis/Metropolis-BoldItalic.otf	C:/My%20Web%20Sites/thamplate%20dokter/themes.startbootstrap.com/sb-admin-pro/assets/fonts/metropolis/Metropolis-BoldItalic.otf	(from https://themes.startbootstrap.com/sb-admin-pro/css/styles.css)
06:16:55	23700/23700	---M--	200	added ('OK')	font/otf	date:Mon,%2023%20Mar%202020%2000:57:15%20GMT	https://themes.startbootstrap.com/sb-admin-pro/assets/fonts/metropolis/Metropolis-ExtraBold.otf	C:/My%20Web%20Sites/thamplate%20dokter/themes.startbootstrap.com/sb-admin-pro/assets/fonts/metropolis/Metropolis-ExtraBold.otf	(from https://themes.startbootstrap.com/sb-admin-pro/css/styles.css)
06:16:55	24588/24588	---M--	200	added ('OK')	font/otf	date:Mon,%2023%20Mar%202020%2000:57:15%20GMT	https://themes.startbootstrap.com/sb-admin-pro/assets/fonts/metropolis/Metropolis-ExtraBoldItalic.otf	C:/My%20Web%20Sites/thamplate%20dokter/themes.startbootstrap.com/sb-admin-pro/assets/fonts/metropolis/Metropolis-ExtraBoldItalic.otf	(from https://themes.startbootstrap.com/sb-admin-pro/css/styles.css)
06:16:57	23696/23696	---M--	200	added ('OK')	font/otf	date:Mon,%2023%20Mar%202020%2000:57:15%20GMT	https://themes.startbootstrap.com/sb-admin-pro/assets/fonts/metropolis/Metropolis-Black.otf	C:/My%20Web%20Sites/thamplate%20dokter/themes.startbootstrap.com/sb-admin-pro/assets/fonts/metropolis/Metropolis-Black.otf	(from https://themes.startbootstrap.com/sb-admin-pro/css/styles.css)
06:16:57	24288/24288	---M--	200	added ('OK')	font/otf	date:Mon,%2023%20Mar%202020%2000:57:15%20GMT	https://themes.startbootstrap.com/sb-admin-pro/assets/fonts/metropolis/Metropolis-BlackItalic.otf	C:/My%20Web%20Sites/thamplate%20dokter/themes.startbootstrap.com/sb-admin-pro/assets/fonts/metropolis/Metropolis-BlackItalic.otf	(from https://themes.startbootstrap.com/sb-admin-pro/css/styles.css)
